Date,btc,xrp,eth,ada
09/01/2021,40788.64063,0.323156,1223.740479,0.305611
10/01/2021,40254.21875,0.326833,1280.871094,0.332961
11/01/2021,38346.53125,0.317941,1261.622925,0.304996
12/01/2021,35516.35938,0.288677,1088.526733,0.275249
13/01/2021,33915.12109,0.292028,1043.740967,0.286688
14/01/2021,37325.10938,0.305536,1130.231201,0.313546
15/01/2021,39156.70703,0.295569,1221.877197,0.310554
16/01/2021,36821.64844,0.280292,1171.443115,0.302512
17/01/2021,36163.64844,0.280067,1233.453369,0.352337
18/01/2021,35792.23828,0.277372,1230.313232,0.379735
19/01/2021,36642.23438,0.284826,1257.43457,0.371457
20/01/2021,36050.11328,0.294219,1375.248413,0.368936
21/01/2021,35549.39844,0.296466,1382.684448,0.375449
22/01/2021,30817.625,0.268776,1118.889038,0.310054
23/01/2021,32985.75781,0.272611,1235.267944,0.349332
24/01/2021,32064.37695,0.27184,1231.210571,0.345586
25/01/2021,32285.79883,0.273473,1390.639893,0.35385
26/01/2021,32358.61328,0.269049,1323.741699,0.343841
27/01/2021,32564.0293,0.268856,1358.333374,0.344218
28/01/2021,30441.04102,0.251915,1251.279785,0.313021
29/01/2021,34318.67188,0.27053,1369.086792,0.352348
30/01/2021,34295.93359,0.282152,1382.231934,0.348078
31/01/2021,34270.87891,0.437832,1376.823608,0.362608
01/02/2021,33114.57813,0.492512,1314.855225,0.344817
02/02/2021,33533.19922,0.37052,1369.505127,0.402952
03/02/2021,35510.82031,0.369364,1514.769653,0.425959
04/02/2021,37475.10547,0.393411,1661.170166,0.441357
05/02/2021,36931.54688,0.445325,1594.793335,0.441142
06/02/2021,38138.38672,0.450157,1717.797485,0.537758
07/02/2021,39250.19141,0.439128,1677.605713,0.628832
08/02/2021,38886.82813,0.417766,1613.642212,0.66238
09/02/2021,46184.99219,0.447659,1746.926147,0.682145
10/02/2021,46469.76172,0.471919,1768.039795,0.703548
11/02/2021,44898.71094,0.503053,1743.714233,0.930823
12/02/2021,47877.03516,0.524627,1783.489136,0.927095
13/02/2021,47491.20313,0.608105,1843.986816,0.925421
14/02/2021,47114.50781,0.62845,1814.372314,0.90633
15/02/2021,48696.53516,0.593453,1804.676758,0.847825
16/02/2021,47944.45703,0.548595,1778.945557,0.860703
17/02/2021,49207.27734,0.520798,1781.350098,0.87091
18/02/2021,52140.97266,0.535098,1848.206299,0.890869
19/02/2021,51675.98047,0.53257,1938.859863,0.914256
20/02/2021,55887.33594,0.566883,1959.902954,0.927462
21/02/2021,56068.56641,0.516879,1918.673096,1.121584
22/02/2021,57532.73828,0.548324,1935.557861,1.100406
23/02/2021,54204.92969,0.570989,1781.409058,1.098769
24/02/2021,48835.08594,0.474201,1571.47644,0.954958
25/02/2021,49709.08203,0.471776,1625.393921,1.051349
26/02/2021,47180.46484,0.434941,1478.65332,1.080828
27/02/2021,46344.77344,0.427904,1446.929443,1.242145
28/02/2021,46194.01563,0.437764,1459.860474,1.323619
01/03/2021,45159.50391,0.415109,1417.151123,1.309792
02/03/2021,49612.10547,0.446496,1564.063477,1.293609
03/03/2021,48415.81641,0.436903,1491.451172,1.225719
04/03/2021,50522.30469,0.45006,1574.623779,1.216445
05/03/2021,48527.03125,0.485831,1541.541748,1.114639
06/03/2021,48899.23047,0.457864,1532.372803,1.167456
07/03/2021,48918.67969,0.465094,1655.392456,1.130849
08/03/2021,51174.11719,0.466888,1724.229248,1.132939
09/03/2021,52272.96875,0.473745,1835.148071,1.118145
10/03/2021,54824.01172,0.485903,1868.489014,1.195103
11/03/2021,55963.17969,0.463049,1798.033936,1.134413
12/03/2021,57821.21875,0.452991,1826.546753,1.124823
13/03/2021,57343.37109,0.441109,1772.166382,1.038894
14/03/2021,61221.13281,0.459631,1923.86377,1.102982
15/03/2021,59267.42969,0.442087,1854.08667,1.058601
16/03/2021,55840.78516,0.437454,1792.413818,1.033242
17/03/2021,56825.82813,0.462822,1807.056152,1.243555
18/03/2021,58893.07813,0.472383,1823.158447,1.378416
19/03/2021,57850.44141,0.472797,1782.568726,1.238559
20/03/2021,58332.26172,0.471105,1817.522705,1.301472
21/03/2021,58309.91406,0.527416,1812.606567,1.206431
22/03/2021,57517.89063,0.51981,1788.362183,1.189203
23/03/2021,54511.66016,0.550135,1690.871826,1.109343
24/03/2021,54710.48828,0.556265,1678.002563,1.121345
25/03/2021,52726.74609,0.488234,1593.123291,1.074466
26/03/2021,51683.01172,0.517389,1595.210083,1.101425
27/03/2021,55137.56641,0.567193,1703.036133,1.214082
28/03/2021,55974.94141,0.550377,1716.40564,1.17682
29/03/2021,55947.89844,0.550645,1691.263184,1.190976
30/03/2021,57750.13281,0.567737,1819.466309,1.202562
31/03/2021,58930.27734,0.566833,1846.098267,1.213675
01/04/2021,58926.5625,0.573959,1919.157227,1.193553
02/04/2021,59098.87891,0.57936,1976.932739,1.189208
03/04/2021,59397.41016,0.616779,2142.895996,1.196326
04/04/2021,57604.83984,0.590909,2027.671265,1.172973
05/04/2021,58760.875,0.646703,2093.260742,1.191552
06/04/2021,59171.93359,0.916918,2109.493164,1.214279
07/04/2021,58186.50781,1.097547,2117.728516,1.255457
08/04/2021,56099.91406,0.919055,1969.133179,1.176132
09/04/2021,58326.5625,1.053417,2088.772217,1.219454
10/04/2021,58253.77734,1.020282,2071.111572,1.203533
11/04/2021,59846.23047,1.372068,2136.156982,1.218359
12/04/2021,60175.94531,1.354004,2157.361816,1.266206
13/04/2021,59890.01953,1.47008,2139.364258,1.314895
14/04/2021,63523.75391,1.794248,2299.3479,1.410999
15/04/2021,63075.19531,1.837281,2436.034668,1.453804
16/04/2021,63258.50391,1.759303,2516.601807,1.479627
17/04/2021,61529.92188,1.553027,2429.980957,1.413843
18/04/2021,60701.88672,1.559104,2346.452393,1.386181
19/04/2021,56191.58594,1.409457,2238.032715,1.278005
20/04/2021,55681.79297,1.309951,2161.939453,1.194609
21/04/2021,56471.12891,1.386157,2331.160156,1.267735
22/04/2021,53857.10547,1.291807,2357.871094,1.203901
23/04/2021,51739.80859,1.157139,2401.256348,1.145824
24/04/2021,51143.22656,1.17019,2367.199219,1.158783
25/04/2021,50052.83203,1.04949,2214.413818,1.102703
26/04/2021,49077.79297,1.035183,2319.478027,1.090186
27/04/2021,54030.30469,1.366743,2534.03125,1.237595
28/04/2021,55036.63672,1.401563,2664.685547,1.305966
29/04/2021,54858.08984,1.357965,2748.649658,1.337107
30/04/2021,53568.66406,1.3985,2757.734131,1.306196
01/05/2021,57714.66406,1.598409,2772.838379,1.352431
02/05/2021,57825.86328,1.65196,2945.560059,1.351402
03/05/2021,56620.27344,1.562493,2951.175781,1.326938
04/05/2021,57214.17969,1.555954,3431.131592,1.362939
05/05/2021,53252.16406,1.38807,3240.554688,1.270986
06/05/2021,57441.30859,1.615507,3524.930908,1.47811
07/05/2021,56413.95313,1.60398,3490.105225,1.648683
08/05/2021,57352.76563,1.58094,3481.988037,1.654544
09/05/2021,58877.39063,1.563479,3911.463135,1.620347
10/05/2021,58250.87109,1.534407,3924.41333,1.766068
11/05/2021,55847.24219,1.391835,3948.271973,1.641717
12/05/2021,56714.53125,1.479136,4174.635742,1.763505
13/05/2021,49735.43359,1.271273,3828.918457,1.56845
14/05/2021,49682.98047,1.363347,3720.122314,1.927283
15/05/2021,49855.49609,1.401706,4075.95166,2.006624
16/05/2021,46716.63672,1.487457,3641.830811,2.171434
17/05/2021,46415.89844,1.449204,3581.343018,2.30019
18/05/2021,43488.05859,1.494104,3276.872314,2.028103
19/05/2021,42944.97656,1.59327,3382.657227,2.006584
20/05/2021,36753.66797,1.061533,2439.638672,1.471961
21/05/2021,40596.94922,1.181183,2772.341309,1.802594
22/05/2021,37371.03125,1.009577,2436.014648,1.553113
23/05/2021,37531.44922,0.906511,2298.367188,1.46568
24/05/2021,34700.36328,0.793162,2099.936035,1.316236
25/05/2021,38795.78125,0.99403,2649.033203,1.550373
26/05/2021,38392.625,0.975831,2707.052734,1.554463
27/05/2021,39316.89063,1.033574,2888.752441,1.781137
28/05/2021,38507.08203,0.973952,2742.468994,1.650636
29/05/2021,35684.15625,0.899495,2414.067139,1.513623
30/05/2021,34607.40625,0.831994,2278.288818,1.404303
31/05/2021,35658.59375,0.906384,2387.198486,1.575644
01/06/2021,37293.79297,1.042102,2707.560547,1.738447
02/06/2021,36699.92188,1.011214,2634.456055,1.736103
03/06/2021,37599.41016,1.025146,2708.376221,1.754643
04/06/2021,39242.48438,1.045106,2857.165527,1.846715
05/06/2021,36880.15625,0.969979,2691.619385,1.709916
06/06/2021,35538.60938,0.923481,2629.748779,1.656461
07/06/2021,35835.26563,0.946718,2713.047363,1.677226
08/06/2021,33589.51953,0.862781,2594.602295,1.567051
09/06/2021,33416.97656,0.874058,2510.199219,1.583486
10/06/2021,37389.51563,0.921324,2611.142578,1.627778
11/06/2021,36697.03125,0.869247,2472.858887,1.533137
12/06/2021,37340.14453,0.847879,2354.752197,1.437721
13/06/2021,35555.78906,0.833252,2372.690186,1.480494
14/06/2021,39016.96875,0.883048,2508.770508,1.557019
15/06/2021,40427.16797,0.887069,2587.762695,1.57387
16/06/2021,40168.69141,0.866854,2544.864746,1.55658
17/06/2021,38341.42188,0.831733,2367.306396,1.484558
18/06/2021,38099.47656,0.842324,2374.586914,1.482789
19/06/2021,35854.52734,0.798306,2235.15918,1.417603
20/06/2021,35563.14063,0.760377,2171.337891,1.387408
21/06/2021,35641.14453,0.774795,2245.317871,1.427028
22/06/2021,31622.37695,0.607232,1886.667603,1.175233
23/06/2021,32515.71484,0.546944,1878.625,1.155804
24/06/2021,33682.80078,0.63859,1968.957397,1.25141
25/06/2021,34659.10547,0.672911,1989.21582,1.359522
26/06/2021,31594.66406,0.611586,1810.884277,1.254301
27/06/2021,32287.52344,0.616994,1830.996948,1.251827
28/06/2021,34679.12109,0.648285,1981.386475,1.337114
29/06/2021,34475.55859,0.643941,2083.44873,1.325513
30/06/2021,35908.38672,0.705681,2164.216309,1.372968
01/07/2021,35035.98438,0.704785,2274.397461,1.383814
02/07/2021,33549.60156,0.65989,2109.892578,1.332942
03/07/2021,33854.42188,0.655639,2150.834961,1.394152
04/07/2021,34665.56641,0.673218,2226.550293,1.404008
05/07/2021,35284.34375,0.695653,2321.922852,1.461221
06/07/2021,33723.50781,0.653055,2197.919434,1.404712
07/07/2021,34225.67969,0.665256,2323.208496,1.416153
08/07/2021,33889.60547,0.652691,2317.949219,1.404964
09/07/2021,32861.67188,0.621688,2115.573975,1.327267
10/07/2021,33811.24219,0.637221,2146.999756,1.350715
11/07/2021,33509.07813,0.62472,2110.875732,1.335172
12/07/2021,34254.01563,0.636342,2140.506836,1.348264
13/07/2021,33125.46875,0.629446,2034.098389,1.313973
14/07/2021,32723.8457,0.619469,1941.167847,1.264938
15/07/2021,32827.875,0.620005,1994.712036,1.263694
16/07/2021,31841.55078,0.597549,1916.598389,1.22505
17/07/2021,31397.30859,0.589494,1876.881348,1.171585
18/07/2021,31533.88477,0.582593,1900.194336,1.172851
19/07/2021,31800.01172,0.587225,1893.053589,1.181999
20/07/2021,30838.28516,0.557622,1819.082031,1.12276
21/07/2021,29796.28516,0.529054,1786.276245,1.054299
22/07/2021,32138.87305,0.571559,1994.822876,1.170252
23/07/2021,32305.95898,0.592546,2025.105713,1.18625
24/07/2021,33593.73047,0.608997,2123.961182,1.207072
25/07/2021,34290.29297,0.609195,2187.145508,1.233566
26/07/2021,35384.03125,0.606891,2191.309814,1.228722
27/07/2021,37276.03516,0.624174,2230.197021,1.255928
28/07/2021,39503.1875,0.645572,2302.081299,1.280826
29/07/2021,39995.45313,0.732636,2299.011963,1.286494
30/07/2021,40027.48438,0.749846,2382.545166,1.285791
31/07/2021,42196.30469,0.752162,2461.575684,1.309885
01/08/2021,41460.84375,0.745941,2530.462891,1.319958
02/08/2021,39907.26172,0.724145,2557.774658,1.31577
03/08/2021,39178.40234,0.738466,2609.413086,1.30939
04/08/2021,38213.33203,0.713633,2508.544922,1.369783
05/08/2021,39744.51563,0.73092,2725.669678,1.376939
06/08/2021,40865.86719,0.732982,2827.503418,1.386193
07/08/2021,42832.79688,0.747135,2891.70752,1.402523
08/08/2021,44574.4375,0.816734,3161.232666,1.473097
09/08/2021,43791.92578,0.779012,3012.885742,1.426617
10/08/2021,46280.84766,0.817337,3163.050049,1.475262
11/08/2021,45599.70313,0.85128,3142.830322,1.677949
12/08/2021,45576.87891,1.012563,3164.175781,1.795803
13/08/2021,44439.69141,0.967146,3049.001221,1.83276
14/08/2021,47810.6875,1.089834,3322.762695,2.138287
15/08/2021,47096.66797,1.281644,3266.276123,2.189896
16/08/2021,47019.96094,1.284929,3309.422119,2.167868
17/08/2021,45936.45703,1.186278,3149.380371,2.072315
18/08/2021,44686.75,1.097662,3011.963623,1.92448
19/08/2021,44741.88281,1.144658,3019.126953,2.105524
20/08/2021,46723.12109,1.233454,3182.162598,2.437795
21/08/2021,49327.07422,1.263918,3286.931641,2.457214
22/08/2021,48869.10547,1.217394,3226.227295,2.436862
23/08/2021,49291.67578,1.226812,3241.357422,2.708616
24/08/2021,49562.34766,1.248148,3324.855469,2.920038
25/08/2021,47727.25781,1.137011,3174.269775,2.725629
26/08/2021,49002.64063,1.174588,3228.747314,2.741166
27/08/2021,46894.55469,1.073298,3096.406006,2.531772
28/08/2021,49072.58594,1.192351,3275.104492,2.947338
29/08/2021,48911.25,1.145924,3246.770996,2.850029
30/08/2021,48834.85156,1.142336,3227.192627,2.850741
31/08/2021,47024.33984,1.101336,3227.758057,2.737641
01/09/2021,47099.77344,1.186915,3430.762451,2.769947
